title,author,journal,number,cites,year,cid,pubid,scholar_name,scholar_id
A self-repairing peer-to-peer system resilient to dynamic adversarial churn,"F Kuhn, S Schmid, R Wattenhofer",International Workshop on Peer-to-Peer Systems,13-23,112,2005,17249717099922353093,L8Ckcad2t8MC,Roger Wattenhofer,EG3VPm4AAAAJ
The urban last mile problem: Autonomous drone delivery to your balcony,"G Brunner, B Szebedy, S Tanner, R Wattenhofer",,"2019 international conference on unmanned aircraft systems (icuas), 1005-1012",107,2019,3902070454279824806,0sTkTiv_uMkC,Roger Wattenhofer,EG3VPm4AAAAJ
Push-to-pull peer-to-peer live streaming,"T Locher, R Meier, S Schmid, R Wattenhofer",Distributed Computing:,"21st International Symposium, DISC 2007, Lemesos …",104,2007,3069708367135528818,hFOr9nPyWt4C,Roger Wattenhofer,EG3VPm4AAAAJ
"Consistent updates in software defined networks: On dependencies, loop freedom, and blackholes","KT Förster, R Mahajan, R Wattenhofer",,"2016 IFIP Networking Conference (IFIP Networking) and Workshops, 1-9",102,2016,15441948593372196124,C33y2ycGS3YC,Roger Wattenhofer,EG3VPm4AAAAJ
Stone age distributed computing,"Y Emek, R Wattenhofer",Proceedings of the,2013 ACM symposium on Principles of distributed computing …,102,2013,6718388332779104434,OP4eGU-M3BUC,Roger Wattenhofer,EG3VPm4AAAAJ
Minimizing interference in ad hoc and sensor networks,"T Moscibroda, R Wattenhofer",Proceedings of the,"2005 joint workshop on Foundations of mobile computing, 24-33",102,2005,4398369261309591338,HDshCWvjkbEC,Roger Wattenhofer,EG3VPm4AAAAJ
Competitive hill-climbing strategies for replica placement in a distributed file system,"JR Douceur, RP Wattenhofer",International Symposium on Distributed Computing,48-62,102,2001,17285470106627593525,aqlVkmm33-oC,Roger Wattenhofer,EG3VPm4AAAAJ
Algorithmic models of interference in wireless ad hoc and sensor networks,"P von Rickenbach, R Wattenhofer, A Zollinger",IEEE/ACM Transactions on Networking,"17 (1), 172-185",101,2009,7095717680258789393,35N4QoGY0k4C,Roger Wattenhofer,EG3VPm4AAAAJ
equus: A provably robust and locality-aware peer-to-peer system,"T Locher, S Schmid, R Wattenhofer",Sixth IEEE International Conference on Peer-to-Peer Computing (P,"P2P'06), 3-11",100,2006,5994242011821390191,dhFuZR0502QC,Roger Wattenhofer,EG3VPm4AAAAJ
BuzzTrack: topic detection and tracking in email,"G Cselle, K Albrecht, R Wattenhofer",Proceedings of the,12th international conference on Intelligent user …,98,2007,15817212638764741167,TFP_iSt0sucC,Roger Wattenhofer,EG3VPm4AAAAJ
Fault-tolerant clustering in ad hoc and sensor networks,"F Kuhn, T Moscibroda, R Wattenhofer",,26th IEEE International Conference on Distributed Computing Systems (ICDCS …,96,2006,3042390331869938960,-f6ydRqryjwC,Roger Wattenhofer,EG3VPm4AAAAJ
Online matching: haste makes waste!,"Y Emek, S Kutten, R Wattenhofer",Proceedings of the forty-eighth annual ACM symposium on Theory of Computing …,,95,2016,11134144593920929267,0aBXIfxlw9sC,Roger Wattenhofer,EG3VPm4AAAAJ
Tight bounds for clock synchronization,"C Lenzen, T Locher, R Wattenhofer",Journal of the ACM (JACM),"57 (2), 1-42",94,2010,10232116261114176020,RYcK_YlVTxYC,Roger Wattenhofer,EG3VPm4AAAAJ
Local approximation schemes for ad hoc and sensor networks,"F Kuhn, T Nieberg, T Moscibroda, R Wattenhofer",Proceedings of the,2005 joint workshop on Foundations of mobile computing …,94,2005,7102959222911249221,9ZlFYXVOiuMC,Roger Wattenhofer,EG3VPm4AAAAJ
Cluestr: mobile social networking for enhanced group communication,"R Grob, M Kuhn, R Wattenhofer, M Wirz",Proceedings of the,2009 ACM International Conference on Supporting Group …,93,2009,8868037129898143550,70eg2SAEIzsC,Roger Wattenhofer,EG3VPm4AAAAJ
Leveraging Linial’s locality limit,"C Lenzen, R Wattenhofer",Distributed Computing:,"22nd International Symposium, DISC 2008, Arcachon …",93,2008,16970656009572121874,k_IJM867U9cC,Roger Wattenhofer,EG3VPm4AAAAJ
How optimal are wireless scheduling protocols?,"T Moscibroda, R Rejaie, R Wattenhofer",IEEE INFOCOM,2007-26th IEEE International Conference on Computer …,92,2007,11869349782253814612,7PzlFSSx8tAC,Roger Wattenhofer,EG3VPm4AAAAJ
Cyclic arbitrage in decentralized exchanges,"Y Wang, Y Chen, H Wu, L Zhou, S Deng, R Wattenhofer",Companion Proceedings of the Web Conference,"2022, 12-19",84,2022,1185589810391742068,x2hKVfJWtf0C,Roger Wattenhofer,EG3VPm4AAAAJ
Algorithms for sensor and ad hoc networks: advanced lectures,"D Wagner, R Wattenhofer",Springer,,84,2007,17228448628296765948,ldfaerwXgEUC,Roger Wattenhofer,EG3VPm4AAAAJ
Spectre: Spectral conditioning helps to overcome the expressivity limits of one-shot graph generators,"K Martinkus, A Loukas, N Perraudin, R Wattenhofer",International Conference on Machine Learning,15159-15179,82,2022,12175380990160510944,SPgmg5JLkoEC,Roger Wattenhofer,EG3VPm4AAAAJ
JamBot: Music theory aware chord based generation of polyphonic music with LSTMs,"G Brunner, Y Wang, R Wattenhofer, J Wiesendanger",,2017 IEEE 29th international conference on tools with artificial …,82,2017,13307005385315797352,M0leSnx2MbUC,Roger Wattenhofer,EG3VPm4AAAAJ
Analyzing voting power in decentralized governance: Who controls DAOs?,"R Fritsch, M Müller, R Wattenhofer",Blockchain: Research and Applications,"5 (3), 100208",81,2024,1856361192405991416,ovGv7akYl-cC,Roger Wattenhofer,EG3VPm4AAAAJ
How many ants does it take to find the food?,"Y Emek, T Langner, D Stolz, J Uitto, R Wattenhofer",Theoretical Computer Science,"608, 255-267",80,2015,10711935568726419742,KNjnJ3z-R6IC,Roger Wattenhofer,EG3VPm4AAAAJ
Spamato-An Extendable Spam Filter System.,"K Albrecht, N Burri, R Wattenhofer",CEAS,,79,2005,11135988870098974825,TQgYirikUcIC,Roger Wattenhofer,EG3VPm4AAAAJ
A personal touch: Recognizing users based on touch screen behavior,"SM Kolly, R Wattenhofer, S Welten",Proceedings of the third international workshop on sensing applications on …,,77,2012,9989061620084439998,U4n9YNQMCAIC,Roger Wattenhofer,EG3VPm4AAAAJ
Minimum dominating set approximation in graphs of bounded arboricity,"C Lenzen, R Wattenhofer",International symposium on distributed computing,510-524,77,2010,8426947233256851654,4fKUyHm3Qg0C,Roger Wattenhofer,EG3VPm4AAAAJ
Eliminating sandwich attacks with the help of game theory,"L Heimbach, R Wattenhofer",Proceedings of the,2022 ACM on Asia Conference on Computer and …,75,2022,10314673415943694329,jq04SsiGh3QC,Roger Wattenhofer,EG3VPm4AAAAJ
Cerberus Channels: Incentivizing Watchtowers for Bitcoin,"Z Avarikioti, OS Thyfronitis Litos, R Wattenhofer",Financial Cryptography and Data Security:,"24th International Conference, FC …",74,2020,2197466158926248776,K4-iKlO5MD4C,Roger Wattenhofer,EG3VPm4AAAAJ
An optimal maximal independent set algorithm for bounded-independence graphs,"J Schneider, R Wattenhofer",Distributed Computing,"22, 349-361",74,2010,4339203681545731930,kz9GbA2Ns4gC,Roger Wattenhofer,EG3VPm4AAAAJ
Min-cost bipartite perfect matching with delays,"I Ashlagi, Y Azar, M Charikar, A Chiplunkar, O Geri, H Kaplan, ...","Approximation, Randomization, and Combinatorial Optimization. Algorithms and …",,72,2017,14232640575794704791,yY3RG6sOEgwC,Roger Wattenhofer,EG3VPm4AAAAJ
When comparing to ground truth is wrong: On evaluating gnn explanation methods,"L Faber, A K. Moghaddam, R Wattenhofer",Proceedings of the,27th ACM SIGKDD conference on knowledge discovery & data …,70,2021,12919049985821360171,-38epGy1wY0C,Roger Wattenhofer,EG3VPm4AAAAJ
Coloring unstructured wireless multi-hop networks,"J Schneider, R Wattenhofer",Proceedings of the,28th ACM symposium on Principles of distributed computing …,70,2009,10398959928880408994,f2IySw72cVMC,Roger Wattenhofer,EG3VPm4AAAAJ
Tight bounds for distributed selection,"F Kuhn, T Locher, R Wattenhofer",Proceedings of the nineteenth annual ACM symposium on Parallel algorithms …,,70,2007,13759553041572439181,bFI3QPDXJZMC,Roger Wattenhofer,EG3VPm4AAAAJ
Impact and user perception of sandwich attacks in the defi ecosystem,"Y Wang, P Zuest, Y Yao, Z Lu, R Wattenhofer",Proceedings of the,2022 CHI Conference on Human Factors in Computing Systems …,69,2022,10693831689029712498,mJbmKSuM8toC,Roger Wattenhofer,EG3VPm4AAAAJ
Towards BERT-based automatic ICD coding: Limitations and opportunities,"D Pascual, S Luck, R Wattenhofer",arXiv preprint arXiv:,:2104.06709,69,2021,12371134447262832285,8gBurD7jEYQC,Roger Wattenhofer,EG3VPm4AAAAJ
File availability in distributed file storage systems,"JR Douceur, RP Wattenhofer",US Patent,"7,020,665",69,2006,"13369508865865860756,16244118316886204942",rO6llkc54NcC,Roger Wattenhofer,EG3VPm4AAAAJ
Diffusion models for graphs benefit from discrete state spaces,"KK Haefeli, K Martinkus, N Perraudin, R Wattenhofer",arXiv preprint arXiv:,:2210.01549,68,2022,10063806901649468059,9o6PfxSMcEIC,Roger Wattenhofer,EG3VPm4AAAAJ
What can be approximated locally? Case study: Dominating sets in planar graphs,"C Lenzen, YA Oswald, R Wattenhofer",Proceedings of the twentieth annual symposium on Parallelism in algorithms …,,68,2008,9029126351268529168,isC4tDSrTZIC,Roger Wattenhofer,EG3VPm4AAAAJ
Efficiency of wireless networks: Approximation algorithms for the physical interference model,"O Goussevskaia, YA Pignolet, R Wattenhofer",Foundations and Trends® in Networking,"4 (3), 313-420",67,2010,13742614328640454313,mvPsJ3kp5DgC,Roger Wattenhofer,EG3VPm4AAAAJ
On the windfall of friendship: inoculation strategies on social networks,"D Meier, YA Oswald, S Schmid, R Wattenhofer",Proceedings of the,"9th ACM conference on Electronic commerce, 294-301",67,2008,5917752247165061131,4OULZ7Gr8RgC,Roger Wattenhofer,EG3VPm4AAAAJ
Solving the ANTS problem with asynchronous finite state machines,"Y Emek, T Langner, J Uitto, R Wattenhofer","Automata, Languages, and Programming:","41st International Colloquium, ICALP …",66,2014,6619066694347688021,O0nohqN1r9EC,Roger Wattenhofer,EG3VPm4AAAAJ
Tight bounds for parallel randomized load balancing,"C Lenzen, R Wattenhofer",Proceedings of the forty-third annual ACM symposium on Theory of computing …,,66,2011,8626739062328074232,rDsFeusoTZkC,Roger Wattenhofer,EG3VPm4AAAAJ
Analyzing connectivity-based multi-hop ad-hoc positioning,"R Bischoff, R Wattenhofer",Second IEEE Annual Conference on Pervasive Computing and Communications …,,66,2004,14197970158600435892,qUcmZB5y_30C,Roger Wattenhofer,EG3VPm4AAAAJ
Algorithms for wireless capacity,"O Goussevskaia, MM Halldórsson, R Wattenhofer",IEEE/ACM Transactions on Networking,"22 (3), 745-755",65,2013,13941509222716047691,GFxP56DSvIMC,Roger Wattenhofer,EG3VPm4AAAAJ
Spiderbat: Augmenting wireless sensor networks with distance and angle information,"G Oberholzer, P Sommer, R Wattenhofer",Proceedings of the,10th ACM/IEEE International Conference on Information …,65,2011,15064490541622235578,UHK10RUVsp4C,Roger Wattenhofer,EG3VPm4AAAAJ
Epilepsygan: Synthetic epileptic brain activities with privacy preservation,"D Pascual, A Amirshahi, A Aminifar, D Atienza, P Ryvlin, R Wattenhofer",IEEE Transactions on Biomedical Engineering,"68 (8), 2435-2446",64,2020,1646214191309730490,uoRD4RTSUPoC,Roger Wattenhofer,EG3VPm4AAAAJ
Interference in cellular networks: The minimum membership set cover problem,"F Kuhn, P von Rickenbach, R Wattenhofer, E Welzl, A Zollinger",Computing and Combinatorics:,"11th Annual International Conference, COCOON …",62,2005,15170645960909274476,pqnbT2bcN3wC,Roger Wattenhofer,EG3VPm4AAAAJ
Large-scale simulation of replica placement algorithms for a serverless distributed file system,"JR Douceur, RP Wattenhofer",MASCOTS,"2001, Proceedings Ninth International Symposium on Modeling …",62,2001,4286232422109409459,mB3voiENLucC,Roger Wattenhofer,EG3VPm4AAAAJ
A theoretical comparison of graph neural network extensions,"PA Papp, R Wattenhofer",International Conference on Machine Learning,17323-17345,61,2022,5399097345661932222,KsTgnNRry18C,Roger Wattenhofer,EG3VPm4AAAAJ
Towards worst-case churn resistant peer-to-peer systems,"F Kuhn, S Schmid, R Wattenhofer",Distributed Computing,"22, 249-267",61,2010,9069999945247794232,LPZeul_q3PIC,Roger Wattenhofer,EG3VPm4AAAAJ
Poisoning the kad network,"T Locher, D Mysicka, S Schmid, R Wattenhofer",International Conference on Distributed Computing and Networking,195-206,60,2010,4521285234832985347,nb7KW1ujOQ8C,Roger Wattenhofer,EG3VPm4AAAAJ
Aggregating information in peer-to-peer systems for improved join and leave,"K Albrecht, R Arnold, M Gahwiler, R Wattenhofer",Proceedings. Fourth International Conference on Peer-to-Peer Computing,2004 …,60,2004,8704569916911476509,j3f4tGmQtD8C,Roger Wattenhofer,EG3VPm4AAAAJ
Distributed minimum dominating set approximations in restricted families of graphs,"C Lenzen, YA Pignolet, R Wattenhofer",Distributed computing,"26, 119-137",59,2013,11150490550571052671,v1_lew4L6wgC,Roger Wattenhofer,EG3VPm4AAAAJ
Local algorithms: Self-stabilization on speed,"C Lenzen, J Suomela, R Wattenhofer","Stabilization, Safety, and Security of Distributed Systems:",11th …,59,2009,13341546083856183329,3s1wT3WcHBgC,Roger Wattenhofer,EG3VPm4AAAAJ
Rescuing tit-for-tat with source coding,"T Locher, S Schmid, R Wattenhofer",Seventh IEEE International Conference on Peer-to-Peer Computing (P,"P2P 2007), 3-10",58,2007,2574360198408852385,NMxIlDl6LWMC,Roger Wattenhofer,EG3VPm4AAAAJ
The hidden shortcomings of (d) aos–an empirical study of on-chain governance,"R Feichtinger, R Fritsch, Y Vonlanthen, R Wattenhofer",International Conference on Financial Cryptography and Data Security,165-185,57,2023,1071716835426140140,hrkNWuzUpWwC,Roger Wattenhofer,EG3VPm4AAAAJ
Teaching a machine to read maps with deep reinforcement learning,"G Brunner, O Richter, Y Wang, R Wattenhofer",Proceedings of the AAAI conference on artificial intelligence,32 (1),57,2018,9431190246407750962,KS-xo-ZNxMsC,Roger Wattenhofer,EG3VPm4AAAAJ
Distributed ledger technology: The science of the blockchain,R Wattenhofer,CreateSpace Independent Publishing Platform,,56,2017,1028617665416139861,rOcdG6UcVlcC,Roger Wattenhofer,EG3VPm4AAAAJ
Analyzing the energy-latency trade-off during the deployment of sensor networks,"T Moscibroda, P von Rickenbach, R Wattenhofer",INFOCOM,2006: 25th Annual Joint Conference of the IEEE Computer and …,56,2006,15474628255832374187,iH-uZ7U-co4C,Roger Wattenhofer,EG3VPm4AAAAJ
Competitive concurrent distributed queuing,"M Herlihy, S Tirthapura, R Wattenhofer",Proceedings of the twentieth annual ACM symposium on Principles of …,,56,2001,5733386361136881309,4JMBOYKVnBMC,Roger Wattenhofer,EG3VPm4AAAAJ
EEGEyeNet: a simultaneous electroencephalography and eye-tracking dataset and benchmark for eye movement prediction,"A Kastrati, MB Płomecka, D Pascual, L Wolf, V Gillioz, R Wattenhofer, ...",arXiv preprint arXiv:,:2111.05100,55,2021,18415629137722917831,j7XjBeKFbTsC,Roger Wattenhofer,EG3VPm4AAAAJ
Ikarus: large-scale participatory sensing at high altitudes,"M Von Kaenel, P Sommer, R Wattenhofer",Proceedings of the,12th workshop on mobile computing systems and …,55,2011,3363641763722378151,9vf0nzSNQJEC,Roger Wattenhofer,EG3VPm4AAAAJ
Symmetry breaking depending on the chromatic number or the neighborhood growth,"J Schneider, M Elkin, R Wattenhofer",Theoretical Computer Science,"509, 40-50",53,2013,5140343714558720105,CaZNVDsoPx4C,Roger Wattenhofer,EG3VPm4AAAAJ
KM-BART: Knowledge enhanced multimodal BART for visual commonsense generation,"Y Xing, Z Shi, Z Meng, G Lakemeyer, Y Ma, R Wattenhofer",arXiv preprint arXiv:,:2101.00419,52,2021,14230053412011807332,e3CVSTJ63dQC,Roger Wattenhofer,EG3VPm4AAAAJ
Outpost: A responsive lightweight watchtower,"M Khabbazian, T Nadahalli, R Wattenhofer",Proceedings of the,1st ACM Conference on Advances in Financial Technologies …,52,2019,6656321752578982302,Gpwnp1kGG20C,Roger Wattenhofer,EG3VPm4AAAAJ
Sensor networks continue to puzzle: Selected open problems,"T Locher, P Von Rickenbach, R Wattenhofer",International Conference on Distributed Computing and Networking,25-38,52,2008,14267371803273289073,O3NaXMp0MMsC,Roger Wattenhofer,EG3VPm4AAAAJ
Sundroid: Solar radiation awareness with smartphones,"T Fahrni, M Kuhn, P Sommer, R Wattenhofer, S Welten",Proceedings of the,13th international conference on Ubiquitous computing …,51,2011,2784068591254819436,tKAzc9rXhukC,Roger Wattenhofer,EG3VPm4AAAAJ
What is the use of collision detection (in wireless networks)?,"J Schneider, R Wattenhofer",International Symposium on Distributed Computing,133-147,51,2010,5282629720692137967,dshw04ExmUIC,Roger Wattenhofer,EG3VPm4AAAAJ
Clock synchronization: Open problems in theory and practice,"C Lenzen, T Locher, P Sommer, R Wattenhofer",International Conference on Current Trends in Theory and Practice of …,,51,2010,10223277500961395067,D_sINldO8mEC,Roger Wattenhofer,EG3VPm4AAAAJ
Speed dating despite jammers,"D Meier, YA Pignolet, S Schmid, R Wattenhofer",Distributed Computing in Sensor Systems:,5th IEEE International Conference …,51,2009,15562162589266154378,SeFeTyx0c_EC,Roger Wattenhofer,EG3VPm4AAAAJ
Clock synchronization with bounded global and local skew,"C Lenzen, T Locher, R Wattenhofer",,"2008 49th Annual IEEE Symposium on Foundations of Computer Science, 509-518",51,2008,50591273249364298,vV6vV6tmYwMC,Roger Wattenhofer,EG3VPm4AAAAJ
Brick: Asynchronous payment channels,"G Avarikioti, EK Kogias, R Wattenhofer, D Zindros",arXiv preprint arXiv:,:1905.11360,50,2019,16429691162535125811,DquSII9TDu4C,Roger Wattenhofer,EG3VPm4AAAAJ
Recognizing text using motion data from a smartwatch,"L Ardüser, P Bissig, P Brandes, R Wattenhofer",,2016 IEEE International Conference on Pervasive Computing and Communication …,50,2016,5554218103847522355,27LrP4qxOz0C,Roger Wattenhofer,EG3VPm4AAAAJ
"Probabilistic protocols for node discovery in ad-hoc, single broadcast channel networks","G Alonso, E Kranakis, R Wattenhofer, P Widmayer",Proceedings International Parallel and Distributed Processing Symposium,8 pp.,50,2003,15270214989470615813,Aul-kAQHnToC,Roger Wattenhofer,EG3VPm4AAAAJ
3d-retr: End-to-end single and multi-view 3d reconstruction with transformers,"Z Shi, Z Meng, Y Xing, Y Ma, R Wattenhofer",arXiv preprint arXiv:,:2110.08861,49,2021,11963967260242524846,-vzq6BoH5oUC,Roger Wattenhofer,EG3VPm4AAAAJ
Towards robust graph contrastive learning,"N Jovanović, Z Meng, L Faber, R Wattenhofer",arXiv preprint arXiv:,:2102.13085,49,2021,3981941145081267006,dFKc6_kCK1wC,Roger Wattenhofer,EG3VPm4AAAAJ
